id,benchmark_version,model,base_model,developer,agent,agent_version,model_ids,model_url,agent_url,effort,effort_order,score,success_rate,ci95_half_width,ci95_low,ci95_high,trials,successes,task_count,raw_metrics_n_trials,raw_associated_n_trials,trial_count_note,total_tokens,token_per_attempt,total_tokens_million,tokens_per_success,total_api_usd,api_per_attempt,api_per_success,cost_note,raw_named_uncached_input_tokens,raw_cached_input_tokens,raw_output_tokens,component_semantics,avg_trial_duration_sec,source_url,submission_date,source_updated_at,source_verified,data_scope,subscription_per_attempt,subscription_per_success,subscription_offpeak_per_attempt,access_kind,access_label,access_evidence_date,access_confidence,access_rule,access_sources,api_value_ratio
5d127407-a570-4864-8e8a-022123748a19,2.0,GPT-5.5 · NexAU-AHE,GPT-5.5,OpenAI,NexAU-AHE,,"[""gpt-5.5""]",,https://github.com/china-qijizhifeng/agentic-harness-engineering.git,not_reported,-1,84.7191011236,0.8471910112359999,2.0892351283,82.6298659953,86.8083362519,,,89,,0.0,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://www.tbench.ai/?version=2.0,2026-04-23,2026-08-28T23:12:18.836648+00:00,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
23468b80-50e7-428a-925f-b6da113f2334,2.0,Multiple · LemonHarness 1.0.0,Multiple,Multiple,LemonHarness,1.0.0,"[""gemini-3.1-pro-preview"", ""gpt-5.3-codex""]",,https://github.com/Open-Lemon/LemonAgent,not_reported,-1,84.4943820225,0.844943820225,2.5682394863,81.9261425362,87.0626215088,,,89,,0.0,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://www.tbench.ai/?version=2.0,2026-05-14,2026-08-28T23:12:18.836648+00:00,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
02e83b89-a3e1-4b8b-8733-b1bc70da7515,2.0,GPT-5.5 · Capy,GPT-5.5,OpenAI,Capy,,"[""gpt-5.5""]",,https://capy.ai,not_reported,-1,83.1460674157,0.831460674157,2.1123213002,81.03374611550001,85.2583887159,,,89,,0.0,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://www.tbench.ai/?version=2.0,2026-04-23,2026-08-28T23:12:18.836648+00:00,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
2c65c359-ec3f-4466-ace8-0cf8ca0f3f20,2.0,GPT-5.5 · Codex CLI 0.121.0,GPT-5.5,OpenAI,Codex CLI,0.121.0,"[""gpt-5.5""]",,https://developers.openai.com/codex/cli,not_reported,-1,82.2471910112,0.822471910112,2.2241606381,80.0230303731,84.4713516493,,,89,,0.0,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://www.tbench.ai/?version=2.0,2026-04-23,2026-08-28T23:12:18.836648+00:00,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
8cbda106-f115-4005-a0e5-4b54a9efc24a,2.0,Multiple · Polaris 2.2.0 (Polaris),Multiple,Multiple,Polaris,2.2.0 (Polaris),"[""claude-opus-4-7"", ""gemini-3.1-pro-preview"", ""gpt-5.5""]",,https://polarops.ai,not_reported,-1,82.191011236,0.8219101123599999,2.7878222749,79.4031889611,84.97883351089999,,,89,,0.0,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://www.tbench.ai/?version=2.0,2026-05-14,2026-08-28T23:12:18.836648+00:00,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
bdb1cd1d-07a6-4419-8f5c-ad2341212de9,2.0,Claude Opus 4.7 · WOZCODE,Claude Opus 4.7,Anthropic,WOZCODE,,"[""claude-opus-4-7""]",,https://github.com/WithWoz/wozcode-plugin,not_reported,-1,80.2247191011,0.8022471910110001,2.1123213002,78.11239780090001,82.3370404013,,,89,,0.0,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://www.tbench.ai/?version=2.0,2026-04-16,2026-08-28T23:12:18.836648+00:00,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
89ecbaeb-8405-42b5-b6ff-d946322c6667,2.0,Gemini 3.1 Pro · TongAgents 0.8.0,Gemini 3.1 Pro,Google,TongAgents,0.8.0,"[""gemini-3.1-pro-preview""]",,https://www.bigai.ai/,not_reported,-1,80.2247191011,0.8022471910110001,2.6242804005,77.60043870060001,82.8489995016,,,89,,0.0,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://www.tbench.ai/?version=2.0,2026-02-19,2026-08-28T23:12:18.836648+00:00,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
b0aca4b6-7b0d-4519-9ec1-95476fe7b594,2.0,Multiple · LemonHarness 1.0.0,Multiple,Multiple,LemonHarness,1.0.0,"[""gemini-3.1-pro-preview"", ""gpt-3.5-codex""]",,https://github.com/Open-Lemon/LemonAgent,not_reported,-1,79.925093633,0.79925093633,3.0284791487,76.8966144843,82.9535727817,,,89,,0.0,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://www.tbench.ai/?version=2.0,2026-05-14,2026-08-28T23:12:18.836648+00:00,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
afbe4bdb-facb-4c0c-b949-aa94bbafc2c4,2.0,GPT-5.3-Codex · SageAgent,GPT-5.3-Codex,OpenAI,SageAgent,,"[""gpt-5.3-codex""]",,https://github.com/opensage-agent,not_reported,-1,78.4269662921,0.7842696629210001,2.202247191,76.2247191011,80.6292134831,,,89,,0.0,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://www.tbench.ai/?version=2.0,2026-02-05,2026-08-28T23:12:18.836648+00:00,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
b4f1b334-c8fb-4688-a1e5-ce76608f569b,2.0,GPT-5.3-Codex · Droid,GPT-5.3-Codex,OpenAI,Droid,,"[""gpt-5.3-codex""]",,https://factory.ai/,not_reported,-1,77.3033707865,0.7730337078649999,2.1577527622,75.14561802429999,79.4611235487,,,89,,0.0,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://www.tbench.ai/?version=2.0,2026-02-05,2026-08-28T23:12:18.836648+00:00,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
b07599b0-2c02-48d7-9e80-2fc441c1d2ec,2.0,Claude Opus 4.6 · Meta-Harness 1.1.0,Claude Opus 4.6,Anthropic,Meta-Harness,1.1.0,"[""claude-opus-4-6""]",,https://github.com/stanford-iris-lab/meta-harness-tbench2-artifact,not_reported,-1,76.404494382,0.76404494382,2.4324615274,73.9720328546,78.83695590939999,,,89,,0.0,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://www.tbench.ai/?version=2.0,2026-02-05,2026-08-28T23:12:18.836648+00:00,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
4787daf4-29d8-4be5-9c73-13f0a3d4cc01,2.0,GPT-5.3-Codex · CodeBrain-1.5 1.0.0,GPT-5.3-Codex,OpenAI,CodeBrain-1.5,1.0.0,"[""gpt-5.3-codex""]",,https://feeling-ai.com,not_reported,-1,75.8426966292,0.758426966292,2.0303715883,73.8123250409,77.8730682175,,,89,,0.0,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://www.tbench.ai/?version=2.0,2026-02-05,2026-08-28T23:12:18.836648+00:00,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
ef9373a2-1e93-4535-8e5d-203933a0609d,2.0,GPT-5.3-Codex · Codelia,GPT-5.3-Codex,OpenAI,Codelia,,"[""gpt-5.3-codex""]",,https://github.com/kousw/codelia,not_reported,-1,75.7303370787,0.757303370787,2.1577527622,73.5725843165,77.88808984090001,,,89,,0.0,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://www.tbench.ai/?version=2.0,2026-02-05,2026-08-28T23:12:18.836648+00:00,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
10825d4e-8b6d-474a-8bf7-d7cb50b60a7d,2.0,Claude Opus 4.6 · Capy,Claude Opus 4.6,Anthropic,Capy,,"[""claude-opus-4-6""]",,https://capy.ai,not_reported,-1,75.2808988764,0.752808988764,2.3922527823,72.8886460941,77.67315165870001,,,89,,0.0,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://www.tbench.ai/?version=2.0,2026-02-05,2026-08-28T23:12:18.836648+00:00,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
0f9aafb1-5ab9-461f-bec2-877436e77c58,2.0,GPT-5.3-Codex · Simple Codex,GPT-5.3-Codex,OpenAI,Simple Codex,,"[""gpt-5.3-codex""]",,https://openai.com/codex,not_reported,-1,75.0561797753,0.7505617977529999,2.3922527823,72.66392699299999,77.4484325576,,,89,,0.0,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://www.tbench.ai/?version=2.0,2026-02-05,2026-08-28T23:12:18.836648+00:00,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
