provider,model,effort,effort_order,country_code,country_name,developer,is_historical,intelligence_score,intelligence_score_raw,access_mode,quota_scenario,plan_name,plan_price_usd_per_month,quota_period,normalized_weekly_quota,quota_unit,model_quota_multiplier,weekly_cost_usd,weekly_api_equivalent_usd,api_value_ratio,api_cost_per_task_usd,total_tokens_per_index_task,tasks_per_week,effective_cost_per_task_usd,effective_usd_per_million_task_tokens,confidence,api_price_provider,api_provider_model_id,api_precision,api_price_source_url,benchmark_source_url,plan_source_url,quota_source_url
OpenAI,GPT-5.6 Sol,non-reasoning,0,US,美国,OpenAI,false,41,41.203418364936,subscription_api_equivalent_estimate,current_estimate,ChatGPT Pro 20x,200,weekly_api_equivalent_estimate,1858491232.280093,benchmark_equivalent_complete_tokens,estimated_api_value_70x,46.029919447641,3222.094361334868,70.000000000000,0.200444614831,115615.657844,16074.736475467291,0.002863494498,0.024767358946,medium,OpenAI,gpt-5.6-sol,first-party undisclosed,https://learn.chatgpt.com/docs/pricing,https://artificialanalysis.ai/models/gpt-5-6-sol-non-reasoning,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget
OpenAI,GPT-5.6 Sol,low,1,US,美国,OpenAI,false,49,49.444040367728,subscription_api_equivalent_estimate,current_estimate,ChatGPT Pro 20x,200,weekly_api_equivalent_estimate,1404694982.502732,benchmark_equivalent_complete_tokens,estimated_api_value_70x,46.029919447641,3222.094361334868,70.000000000000,0.197466243853,86086.815235,16317.190718093038,0.002820946341,0.032768622385,medium,OpenAI,gpt-5.6-sol,first-party undisclosed,https://learn.chatgpt.com/docs/pricing,https://artificialanalysis.ai/models/gpt-5-6-sol-low,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget
OpenAI,GPT-5.6 Sol,medium,2,US,美国,OpenAI,false,54,53.588834953222,subscription_api_equivalent_estimate,current_estimate,ChatGPT Pro 20x,200,weekly_api_equivalent_estimate,1705075079.918696,benchmark_equivalent_complete_tokens,estimated_api_value_70x,46.029919447641,3222.094361334868,70.000000000000,0.313984497950,166155.016861,10261.953639023177,0.004485492828,0.026995831439,medium,OpenAI,gpt-5.6-sol,first-party undisclosed,https://learn.chatgpt.com/docs/pricing,https://artificialanalysis.ai/models/gpt-5-6-sol-medium,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget
OpenAI,GPT-5.6 Sol,high,3,US,美国,OpenAI,false,56,55.866506797186,subscription_api_equivalent_estimate,current_estimate,ChatGPT Pro 20x,200,weekly_api_equivalent_estimate,2045702042.328025,benchmark_equivalent_complete_tokens,estimated_api_value_70x,46.029919447641,3222.094361334868,70.000000000000,0.453009427356,287614.888582,7112.643063833562,0.006471563248,0.022500793613,medium,OpenAI,gpt-5.6-sol,first-party undisclosed,https://learn.chatgpt.com/docs/pricing,https://artificialanalysis.ai/models/gpt-5-6-sol-high,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget
OpenAI,GPT-5.6 Sol,xhigh,4,US,美国,OpenAI,false,58,57.653836996095,subscription_api_equivalent_estimate,current_estimate,ChatGPT Pro 20x,200,weekly_api_equivalent_estimate,2084827480.291749,benchmark_equivalent_complete_tokens,estimated_api_value_70x,46.029919447641,3222.094361334868,70.000000000000,0.682476859473,441590.577969,4721.177453288202,0.009749669421,0.022078526824,medium,OpenAI,gpt-5.6-sol,first-party undisclosed,https://learn.chatgpt.com/docs/pricing,https://artificialanalysis.ai/models/gpt-5-6-sol-xhigh,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget
OpenAI,GPT-5.6 Sol,max,5,US,美国,OpenAI,false,59,58.889831189723,subscription_api_equivalent_estimate,current_estimate,ChatGPT Pro 20x,200,weekly_api_equivalent_estimate,2509103209.877978,benchmark_equivalent_complete_tokens,estimated_api_value_70x,46.029919447641,3222.094361334868,70.000000000000,1.037330156599,807787.772096,3106.141608664743,0.014819002237,0.018345167814,medium,OpenAI,gpt-5.6-sol,first-party undisclosed,https://learn.chatgpt.com/docs/pricing,https://artificialanalysis.ai/models/gpt-5-6-sol,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget
OpenAI,GPT-5.6 Terra,non-reasoning,0,US,美国,OpenAI,false,34,33.967246190736,subscription_api_equivalent_estimate,current_estimate,ChatGPT Pro 20x,200,weekly_api_equivalent_estimate,3924291254.947449,benchmark_equivalent_complete_tokens,estimated_api_value_70x,46.029919447641,3222.094361334868,70.000000000000,0.142875750998,174012.923679,22551.723009875703,0.002041082157,0.011729486028,medium,OpenAI,gpt-5.6-terra,first-party undisclosed,https://developers.openai.com/api/docs/pricing,https://artificialanalysis.ai/models/gpt-5-6-terra-non-reasoning,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget
OpenAI,GPT-5.6 Terra,low,1,US,美国,OpenAI,false,40,40.465747814717,subscription_api_equivalent_estimate,current_estimate,ChatGPT Pro 20x,200,weekly_api_equivalent_estimate,3774108398.588353,benchmark_equivalent_complete_tokens,estimated_api_value_70x,46.029919447641,3222.094361334868,70.000000000000,0.123337435638,144467.790046,26124.220474243004,0.001761963366,0.012196236721,medium,OpenAI,gpt-5.6-terra,first-party undisclosed,https://developers.openai.com/api/docs/pricing,https://artificialanalysis.ai/models/gpt-5-6-terra-low,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget
OpenAI,GPT-5.6 Terra,medium,2,US,美国,OpenAI,false,46,45.574216557521,subscription_api_equivalent_estimate,current_estimate,ChatGPT Pro 20x,200,weekly_api_equivalent_estimate,3101569405.273358,benchmark_equivalent_complete_tokens,estimated_api_value_70x,46.029919447641,3222.094361334868,70.000000000000,0.140158766131,134916.018019,22988.889316586330,0.002002268088,0.014840847791,medium,OpenAI,gpt-5.6-terra,first-party undisclosed,https://developers.openai.com/api/docs/pricing,https://artificialanalysis.ai/models/gpt-5-6-terra-medium,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget
OpenAI,GPT-5.6 Terra,high,3,US,美国,OpenAI,false,49,48.954935975983,subscription_api_equivalent_estimate,current_estimate,ChatGPT Pro 20x,200,weekly_api_equivalent_estimate,3275817174.377346,benchmark_equivalent_complete_tokens,estimated_api_value_70x,46.029919447641,3222.094361334868,70.000000000000,0.269063592607,273549.759510,11975.214967270311,0.003843765609,0.014051431140,medium,OpenAI,gpt-5.6-terra,first-party undisclosed,https://developers.openai.com/api/docs/pricing,https://artificialanalysis.ai/models/gpt-5-6-terra-high,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget
OpenAI,GPT-5.6 Terra,xhigh,4,US,美国,OpenAI,false,52,51.604636946182,subscription_api_equivalent_estimate,current_estimate,ChatGPT Pro 20x,200,weekly_api_equivalent_estimate,3387701197.603945,benchmark_equivalent_complete_tokens,estimated_api_value_70x,46.029919447641,3222.094361334868,70.000000000000,0.381499583970,401107.619010,8445.865989694616,0.005449994057,0.013587361094,medium,OpenAI,gpt-5.6-terra,first-party undisclosed,https://developers.openai.com/api/docs/pricing,https://artificialanalysis.ai/models/gpt-5-6-terra-xhigh,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget
OpenAI,GPT-5.6 Terra,max,5,US,美国,OpenAI,false,55,54.952856756923,subscription_api_equivalent_estimate,current_estimate,ChatGPT Pro 20x,200,weekly_api_equivalent_estimate,3486388924.217932,benchmark_equivalent_complete_tokens,estimated_api_value_70x,46.029919447641,3222.094361334868,70.000000000000,0.659689324647,713800.806852,4884.260273665959,0.009424133209,0.013202749448,medium,OpenAI,gpt-5.6-terra,first-party undisclosed,https://developers.openai.com/api/docs/pricing,https://artificialanalysis.ai/models/gpt-5-6-terra,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget
OpenAI,GPT-5.6 Luna,non-reasoning,0,US,美国,OpenAI,false,27,26.560115130859,subscription_api_equivalent_estimate,current_estimate,ChatGPT Pro 20x,200,weekly_api_equivalent_estimate,77767144079.779755,benchmark_equivalent_complete_tokens,estimated_api_value_70x,46.029919447641,3222.094361334868,70.000000000000,0.010940507213,264055.581658,294510.510217134317,0.000156292960,0.000591894173,medium,OpenAI,gpt-5.6-luna,first-party undisclosed,https://developers.openai.com/api/docs/pricing,https://artificialanalysis.ai/models/gpt-5-6-luna-non-reasoning,https://learn.chatgpt.com/docs/pricing,https://www.tomshardware.com/tech-industry/artificial-intelligence/ai-costs-spike-as-subscriptions-hit-pricing-wall-firms-turn-towards-chinese-llms-open-source-models-to-extend-budget
